id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
2095432321411725,192.168.100.201,108.162.192.241,1,1,99,241,1693309739.600717,1693309739.624423
1110433113204944,192.168.100.201,184.85.248.67,1,1,86,102,1693309762.420048,1693309762.575315
1954883811650228,192.168.100.201,193.108.91.67,1,1,86,102,1693309739.240308,1693309739.381475
1954995480241909,192.168.100.201,108.59.161.136,1,1,89,261,1693309731.534261,1693309731.727808
829821432847518,192.168.100.201,205.251.197.213,1,1,90,259,1693309883.810142,1693309883.9063
1533818098856083,192.168.100.201,88.221.81.192,1,1,93,125,1693309678.241811,1693309678.640964
1534342086042572,192.168.100.201,104.248.145.172,1,1,93,175,1693309696.828364,1693309696.923509
127117530327701,192.168.100.201,216.239.34.10,1,1,102,118,1693309757.092821,1693309757.244756
409142263198843,192.168.100.201,23.61.199.67,1,1,86,102,1693309762.308347,1693309762.528032
1394360514203260,192.168.100.201,108.59.162.4,1,1,85,85,1693309731.151164,1693309731.340919
972281201951033,192.168.100.201,142.250.180.42,15,14,3715,2738,1693309866.131385,1693309981.794588
1113203365584701,192.168.100.201,198.51.44.73,1,1,92,136,1693309739.073533,1693309739.172424
1957709899583376,192.168.100.201,108.59.164.136,1,1,89,261,1693309731.47912,1693309731.671546
1817492102886774,192.168.100.201,95.100.168.194,1,1,92,158,1693309740.701814,1693309740.900973
1817569413700042,192.168.100.201,97.74.97.35,1,1,93,380,1693309762.137674,1693309762.270983
1113967869879748,192.168.100.201,23.217.110.85,1,1,97,241,1693309740.845252,1693309741.372443
551026507710626,192.168.100.201,23.211.133.67,1,1,85,101,1693309761.85213,1693309761.999747
1676952192398468,192.168.100.201,205.251.192.166,1,1,90,259,1693309883.5705,1693309883.705417
2240301567653799,192.168.100.201,198.51.44.72,1,1,81,97,1693309729.079783,1693309729.183843
1536704320864966,192.168.100.201,108.162.193.182,1,1,96,551,1693309739.426694,1693309739.447314
1818200772395522,192.168.100.201,192.52.178.30,1,1,82,532,1693309739.213506,1693309739.337513
973848858205876,192.168.100.201,192.26.92.30,1,1,84,548,1693309762.532148,1693309762.736996
833351912184908,10.10.39.253,224.0.0.251,6,0,1041,0,1693310130.908364,1693310131.664606
1396379150872120,192.168.100.201,184.85.248.67,1,1,93,121,1693309762.093752,1693309762.253571
1256015323260513,192.168.100.201,193.108.88.0,1,1,92,108,1693309740.845409,1693309740.984745
1115368029135359,192.168.100.201,192.43.172.30,1,1,82,532,1693309739.172543,1693309739.332451
411856681105574,192.168.100.201,172.64.32.241,1,1,82,349,1693309740.063654,1693309740.083937
2100921289620161,192.168.100.201,193.108.91.67,1,1,86,102,1693309739.080577,1693309739.228425
552899120099680,192.168.100.201,13.107.236.4,1,1,91,119,1693309862.618848,1693309862.659001
271733365871274,192.168.100.201,157.240.227.60,15,16,8778,4474,1693309631.725674,1693309661.603623
1819983185256167,192.168.100.201,84.53.139.64,1,1,93,109,1693309761.859879,1693309762.005683
131584303206442,192.168.100.201,13.107.206.39,1,1,89,172,1693309862.495658,1693309862.534231
1961665565015674,192.168.100.201,150.171.21.4,1,1,91,177,1693309739.114298,1693309739.153869
1117489742479055,192.168.100.201,104.156.80.32,1,1,85,142,1693309731.720591,1693309731.815228
2243703183986563,192.168.100.201,74.82.16.203,10,11,1135,5330,1693309763.348035,1693309859.472927
1680809063555094,192.168.100.201,208.84.5.1,1,1,92,108,1693309739.07375,1693309739.115324
836512983966727,192.168.100.201,184.26.160.67,1,1,85,113,1693309762.549895,1693309762.695814
2103863355381878,142.250.180.42,10.10.39.218,2,0,205,0,1693309940.85823,1693309941.089361
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1400399238789283,192.168.100.201,184.26.160.67,1,1,84,508,1693309739.653475,1693309739.803523
697446236294448,192.168.100.201,162.159.7.226,1,1,91,367,1693309738.986416,1693309739.006045
838441424277091,192.168.100.201,173.201.74.17,1,1,88,134,1693309762.020067,1693309762.160934
416387871031720,192.168.100.201,194.146.106.10,1,1,79,79,1693309732.016808,1693309732.36218
1543112420105821,192.168.100.201,13.107.222.34,1,1,85,168,1693309862.466525,1693309862.510888
1543275616834056,192.168.100.201,2.22.230.193,1,1,89,166,1693309678.496136,1693309678.76962
1402675572964790,192.168.100.201,72.246.46.67,1,1,85,113,1693309762.130486,1693309762.287422
1684223562659128,192.168.100.201,95.100.168.194,1,1,93,159,1693309740.701752,1693309740.901997
558370901897548,192.168.100.201,205.251.199.153,1,1,91,377,1693309762.962892,1693309763.115122
2106496157205361,192.168.100.201,13.107.236.3,1,1,91,164,1693309739.115569,1693309739.154987
1121406754649800,192.168.100.201,193.108.91.67,1,1,85,113,1693309762.81684,1693309762.957158
1543705119050938,192.168.100.201,65.22.161.17,1,1,73,73,1693309762.87161,1693309763.011561
277093500224704,192.168.100.201,150.171.21.2,1,1,91,107,1693309862.558272,1693309862.599292
277308240518639,192.168.100.201,173.245.58.241,1,1,99,241,1693309739.613871,1693309739.633374
558903472337365,192.168.100.201,23.211.61.193,1,1,88,154,1693309678.242133,1693309678.3806
1121952213437368,192.168.100.201,23.235.36.32,1,1,98,186,1693309731.854968,1693309731.962494
2107256367846344,192.168.100.201,23.61.199.67,1,1,86,102,1693309761.824264,1693309762.055926
1263076250914142,192.168.100.201,95.100.173.67,1,1,86,102,1693309762.429406,1693309762.573026
1122385936307987,192.168.100.201,142.250.201.131,284,431,27149,41691,1693308680.579347,1693309981.794469
1263741969322883,192.168.100.201,198.51.45.9,1,1,92,136,1693309739.086915,1693309739.21335
841864513170011,192.168.100.201,72.246.46.67,1,1,86,114,1693309761.961115,1693309762.130626
701135613212178,192.168.100.201,162.159.7.226,1,1,96,254,1693309738.800274,1693309738.82094
1686401112458449,192.168.100.201,72.246.46.67,1,1,85,113,1693309761.967889,1693309762.132987
1686581499075917,192.168.100.201,108.59.161.136,1,1,89,249,1693309731.531789,1693309731.72247
982932712583914,192.168.100.201,95.100.168.67,1,1,86,102,1693309739.193258,1693309739.402029
701556520086835,192.168.100.201,209.107.211.4,1,1,88,104,1693309739.617779,1693309739.712023
1124696698111796,192.168.100.201,192.55.83.30,1,1,85,387,1693309739.509748,1693309739.633355
280276062956993,192.168.100.201,172.85.88.4,1,1,86,151,1693309739.585153,1693309739.688881
1828693397155380,192.168.100.201,59.103.73.225,5,6,448,553,1693310039.011828,1693310039.086282
1688445515457368,192.168.100.201,23.61.199.67,1,1,86,114,1693309739.189272,1693309739.418995
2251395466008576,192.168.100.201,142.93.213.116,1,1,95,177,1693309696.923648,1693309697.338073
562640097900050,192.168.100.201,172.64.33.182,1,1,88,543,1693309739.390674,1693309739.410885
2110795416789610,192.168.100.201,194.104.146.198,1,1,95,177,1693309698.057962,1693309698.18766
422134537739120,192.168.100.201,23.61.199.64,1,1,93,156,1693309739.875376,1693309740.108239
1125821978996363,192.168.100.201,104.156.84.32,1,1,95,156,1693309731.814731,1693309731.908541
422276271662343,192.168.100.201,23.61.199.67,1,1,86,114,1693309739.419079,1693309739.639247
703978883058673,192.168.100.201,193.108.91.67,1,1,86,102,1693309761.855025,1693309761.997294
2111370941084624,192.168.100.201,184.26.161.192,1,1,88,154,1693309678.24264,1693309678.440123
1408160252700440,192.168.100.201,13.107.222.39,1,1,98,277,1693309862.534296,1693309862.578601
1126925786193872,192.168.100.201,108.162.193.182,1,1,85,355,1693309740.106448,1693309740.126453
1721663959217,192.168.100.201,108.162.192.241,1,1,88,543,1693309739.405681,1693309739.426551
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1972660677302566,192.168.100.201,59.103.73.218,19,21,4746,3327,1693309678.514342,1693309981.792426
1831747100728182,192.168.100.201,192.48.79.30,1,1,88,534,1693309761.449398,1693309761.573679
142935895234695,192.168.100.201,205.251.192.14,1,1,91,388,1693309762.776327,1693309762.907693
1973034344849323,192.168.100.201,184.85.248.67,1,1,86,102,1693309761.860075,1693309762.026882
78696091371475,10.10.39.194,224.0.0.251,6,0,1305,0,1693310098.608211,1693310099.403951
1452162208123211,fe80:0000:0000:0000:870d:aea5:94ff:4d36,ff02:0000:0000:0000:0000:0000:0000:00fb,6,0,1425,0,1693310098.608587,1693310099.404094
988099558243362,192.168.100.201,95.100.173.65,1,1,84,360,1693309739.65437,1693309739.798503
2114287227362613,192.168.100.201,23.235.32.32,1,1,98,186,1693309731.908597,1693309732.002364
1129215002936344,192.168.100.201,205.251.197.3,1,1,81,320,1693309728.984088,1693309729.079702
1833310468829966,192.168.100.201,184.85.248.67,1,1,93,121,1693309761.979726,1693309762.137612
1833473685534362,192.168.100.201,205.251.192.166,1,1,90,454,1693309883.80041,1693309883.93208
285442910100307,192.168.100.201,184.85.248.67,1,1,85,113,1693309762.957267,1693309763.114971
1692925167747085,192.168.100.201,23.211.133.67,1,1,86,114,1693309761.999437,1693309762.137899
2115562833181807,192.168.100.201,13.107.236.3,1,1,91,164,1693309739.130159,1693309739.168932
286061385360203,192.168.100.201,65.22.162.17,1,1,73,73,1693309762.795467,1693309762.948121
1834444340168864,192.168.100.201,184.85.248.67,1,1,93,109,1693309761.821408,1693309761.976448
4964365785201,192.168.100.201,65.22.161.17,1,1,82,82,1693309762.415857,1693309762.554566
1413610559577609,192.168.100.201,184.26.160.67,1,1,85,101,1693309761.990729,1693309762.133639
428478201735383,192.168.100.201,199.249.112.1,1,1,78,498,1693309698.338135,1693309698.476239
710648967032417,192.168.100.201,142.250.201.138,98,153,18816,25830,1693309757.749153,1693309981.796197
1836493046163481,192.168.100.201,13.107.206.39,1,1,93,166,1693309862.337945,1693309862.380156
429607782260410,192.168.100.201,173.201.65.35,1,1,93,368,1693309761.990906,1693309762.133187
1696653197901399,192.168.100.201,192.43.172.30,1,1,83,478,1693309738.654935,1693309738.801931
1134291656498282,192.168.100.201,192.54.112.30,1,1,88,534,1693309761.449642,1693309761.593007
1556705991642086,192.168.100.201,208.84.5.9,1,1,85,168,1693309862.51095,1693309862.551176
1838326990511999,192.168.100.201,192.58.128.30,1,1,73,544,1693309760.597887,1693309760.736164
8782598270670,192.168.100.201,208.84.5.3,1,1,93,121,1693309862.61819,1693309862.657867
2119952286968732,192.168.100.201,45.11.105.142,1,1,95,177,1693309697.682908,1693309698.05786
431312890952557,192.168.100.201,150.171.21.4,1,1,90,176,1693309862.588653,1693309862.629607
1276077115338140,192.168.100.201,162.159.9.55,1,1,85,355,1693309738.945564,1693309738.964682
2120519226940024,192.168.100.201,84.53.139.67,1,1,86,114,1693309762.121464,1693309762.250805
1135691813923830,192.168.100.201,108.59.162.136,1,1,89,249,1693309732.109558,1693309732.304107
572866414471541,192.168.100.201,108.59.162.136,1,1,89,249,1693309731.289141,1693309731.479027
1980516177988077,192.168.100.201,205.251.198.2,1,1,94,380,1693309762.641517,1693309762.788501
854620564638381,192.168.100.201,172.64.32.241,1,1,85,355,1693309740.084653,1693309740.106373
151109224551833,192.168.100.201,208.84.5.2,1,1,93,109,1693309862.578969,1693309862.618083
573433350706095,192.168.100.201,173.245.58.241,1,1,105,251,1693309739.447407,1693309739.4686
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
292250431840956,192.168.100.201,193.108.88.0,1,1,93,159,1693309740.844476,1693309740.980787
573875743598257,192.168.100.201,74.82.16.203,14,17,2733,6347,1693309911.566961,1693309962.94463
152427772598914,192.168.100.201,216.239.32.10,1,1,102,118,1693309757.088706,1693309757.233364
1700557323283921,192.168.100.201,150.171.16.240,1,1,93,154,1693309740.568785,1693309740.609505
1841380712407178,192.168.100.201,205.251.196.193,1,1,94,392,1693309762.680074,1693309762.775233
574751905254811,192.168.100.201,194.0.17.1,1,1,79,79,1693309733.429467,1693309733.524218
1419756655920884,192.168.100.201,194.0.25.39,1,1,79,418,1693309732.24754,1693309732.346541
294372158187938,192.168.100.201,216.239.34.10,1,1,86,102,1693309931.567714,1693309931.721983
1561108326235213,192.168.100.201,216.239.36.10,1,1,102,152,1693309757.244813,1693309757.384284
575963087852903,192.168.100.201,192.33.14.30,1,1,88,534,1693309761.480615,1693309761.640631
435410283070512,192.168.100.201,95.100.173.67,1,1,86,114,1693309761.984112,1693309762.128872
1139127789625167,192.168.100.201,23.61.199.67,1,1,86,102,1693309761.859983,1693309762.086064
1842845302786875,192.168.100.201,150.171.21.3,1,1,91,119,1693309862.658235,1693309862.699892
1702133577847127,192.168.100.201,65.22.160.17,1,1,73,73,1693309764.168279,1693309764.352259
1983677290642118,192.168.100.201,199.19.56.1,6,4,444,868,1693310017.654022,1693310018.119679
1984033756278302,192.168.100.201,205.251.193.218,1,1,91,377,1693309763.388638,1693309763.520391
1702593137193054,192.168.100.201,194.0.17.1,1,1,79,79,1693309731.962654,1693309732.057925
436930708165083,192.168.100.201,13.107.222.39,1,1,98,277,1693309862.512475,1693309862.557933
578501413509435,192.168.100.201,23.211.61.67,1,1,85,113,1693309761.989499,1693309762.12455
156379141295255,192.168.100.201,162.159.6.6,1,1,85,355,1693309738.969879,1693309738.99036
1000855612635286,192.168.100.201,205.251.199.153,1,1,91,377,1693309763.014486,1693309763.163127
1845443749981442,192.168.100.201,192.42.93.30,1,1,82,384,1693309739.240898,1693309739.390553
16041084940907,192.168.100.201,209.107.211.4,1,1,88,153,1693309739.684651,1693309739.778543
1141971058053089,192.168.100.201,205.251.193.125,1,1,94,392,1693309762.937953,1693309763.080122
1142022612841715,fe80:0000:0000:0000:49fe:2a51:4c78:da1f,ff02:0000:0000:0000:0000:0000:0000:00fb,2,0,210,0,1693309993.783603,1693309994.784265
1564698925739322,192.168.100.201,13.107.236.4,1,1,91,107,1693309862.601402,1693309862.640537
1846500312078687,192.168.100.201,184.26.161.192,1,1,93,159,1693309741.055647,1693309741.278635
1002599367882274,192.168.100.201,95.100.168.194,1,1,90,156,1693309740.701986,1693309740.906729
1847032887890524,192.168.100.201,172.64.32.241,1,1,91,424,1693309739.57814,1693309739.600639
862072332811900,192.168.100.201,192.55.83.30,1,1,86,388,1693309738.654972,1693309738.779676
1425176905117214,192.168.100.201,204.48.34.10,1,1,88,104,1693309739.585246,1693309739.771914
158874517294521,192.168.100.201,162.159.3.11,1,1,91,239,1693309738.904633,1693309738.925886
1425756727104355,192.168.100.201,192.31.80.30,1,1,88,534,1693309761.480099,1693309761.683541
1848132400928014,192.168.100.201,192.31.80.30,1,1,88,534,1693309761.480526,1693309761.687256
2130101297024055,192.168.100.201,194.0.25.39,1,1,79,418,1693309733.134199,1693309733.233267
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1005601551494497,192.168.100.201,72.246.46.67,1,1,86,102,1693309763.011617,1693309763.170055
1709409250892154,192.168.100.201,199.60.103.254,13,2,2917,2484,1693309740.186746,1693309769.230885
1568680352435503,192.168.100.201,13.107.206.240,1,1,98,159,1693309740.609583,1693309740.653979
1990970126875057,192.168.100.201,23.211.133.67,1,1,86,102,1693309739.047537,1693309739.189136
724470170073298,192.168.100.201,108.59.161.136,1,1,89,249,1693309731.342226,1693309731.532809
1569135620446223,192.168.100.201,205.251.196.226,1,1,103,181,1693309762.776207,1693309762.871485
302566944759740,192.168.100.201,95.100.168.67,1,1,85,113,1693309763.48326,1693309763.69281
1991558563028441,fe80:0000:0000:0000:66a3:14e0:3abe:3120,ff02:0000:0000:0000:0000:0000:0000:00fb,6,0,1161,0,1693310130.908761,1693310131.664972
1991648751256981,192.168.100.201,59.103.73.226,5,5,436,487,1693310038.787861,1693310038.855199
443557842659579,192.168.100.201,150.171.21.3,1,1,91,107,1693309862.600315,1693309862.64385
1569805633272761,192.168.100.201,108.59.162.136,1,1,89,249,1693309731.670649,1693309731.863289
1007233637065789,192.168.100.201,108.59.162.136,1,1,89,249,1693309732.304189,1693309732.500216
725784430603651,192.168.100.201,209.107.211.4,1,1,88,104,1693309739.617859,1693309739.712888
22569436635380,192.168.100.201,198.97.190.53,1,1,73,544,1693309760.975092,1693309761.403298
2023680624912650,fe80:0000:0000:0000:992f:b2ff:b8ff:0307,ff15:0000:0000:0000:0000:0000:efc0:988f,6,0,1203,0,1693310153.485642,1693310159.493571
867342257823710,192.168.100.201,96.7.49.194,1,1,92,158,1693309741.073694,1693309741.205558
2134082732144923,192.168.100.201,95.100.173.65,1,1,88,309,1693309739.047387,1693309739.189806
23299584882097,192.168.100.201,172.217.18.142,9,10,3541,4492,1693309818.587185,1693309818.958538
1572107737790709,192.168.100.201,95.101.36.67,1,1,86,114,1693309762.293109,1693309762.568441
1712905354098615,192.168.100.201,162.159.8.55,1,1,94,288,1693309738.800695,1693309738.820811
446409692875526,192.168.100.201,172.64.33.182,1,1,91,424,1693309739.592646,1693309739.613715
1291255537807137,192.168.100.201,216.239.36.10,1,1,107,123,1693309861.864033,1693309862.007033
869107490453535,192.168.100.201,142.250.201.138,53,77,7586,17352,1693309757.292895,1693309981.797271
869532700561801,192.168.100.201,205.251.199.109,1,1,80,425,1693309884.053641,1693309884.205612
869756029364138,192.168.100.201,192.48.79.30,1,1,85,387,1693309739.452522,1693309739.578039
25425589930569,192.168.100.201,23.211.61.67,1,1,86,102,1693309761.821833,1693309761.960987
1855253455241797,192.168.100.201,172.85.88.4,1,1,101,137,1693309739.721477,1693309739.825279
1855451043519283,10.10.39.138,10.10.39.255,1,0,255,0,1693310040.252723,1693310040.252723
1714859565804736,192.168.100.201,205.251.192.14,1,1,91,388,1693309762.6832,1693309762.814754
1574156437162134,192.168.100.201,97.74.106.17,1,1,88,134,1693309762.13327,1693309762.268716
1996910074632471,192.168.100.201,216.239.38.10,1,1,107,123,1693309861.563479,1693309861.703703
1997163469692345,192.168.100.201,13.107.236.2,1,1,91,164,1693309739.155065,1693309739.196668
308979328876274,192.168.100.201,23.235.32.32,1,1,85,146,1693309731.720626,1693309731.826367
1294249122090598,192.168.100.201,13.107.222.240,1,1,98,159,1693309740.609894,1693309740.651214
1435394632383186,192.168.100.201,150.171.10.240,1,1,106,141,1693309740.654034,1693309740.701484
1013804930697311,192.168.100.201,20.189.173.13,59,63,15578,12330,1693309636.067679,1693309942.463119
591107141222579,192.168.100.201,23.61.199.194,1,1,93,159,1693309741.278707,1693309741.510193
28560922655436,192.168.100.201,13.107.206.36,1,1,90,176,1693309862.670412,1693309862.710861
28621044156282,192.168.100.201,173.245.59.182,1,1,99,282,1693309739.624506,1693309739.644154
1858302883494284,192.168.100.201,173.201.65.35,1,1,93,368,1693309761.883084,1693309762.025809
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
28745599618229,192.168.100.201,23.211.61.67,1,1,86,102,1693309761.855221,1693309761.993927
1717835976717478,192.168.100.201,193.108.88.0,1,1,90,414,1693309740.701606,1693309740.845117
733463833546058,192.168.100.201,184.85.248.67,1,1,86,102,1693309761.85537,1693309762.013316
385550034932142,192.168.100.104,192.168.100.255,9,0,828,0,1693310176.528814,1693310210.97219
170866067447241,192.168.100.201,23.211.133.67,1,1,85,113,1693309761.990665,1693309762.13042
452723294903404,192.168.100.201,59.103.73.205,1,1,93,125,1693309740.236652,1693309740.260739
1438074691867746,192.168.100.201,204.14.183.4,1,1,91,107,1693309739.087138,1693309739.128911
1156818758467256,192.168.100.201,192.26.92.30,1,1,86,388,1693309738.655032,1693309738.878214
1156878889451829,192.168.100.201,84.53.139.67,1,1,86,102,1693309761.852277,1693309761.999299
1720554690955151,192.168.100.201,192.5.6.30,1,1,85,387,1693309739.509839,1693309739.741581
1158828804724161,192.168.100.201,173.201.65.35,1,1,93,380,1693309762.120257,1693309762.262586
314721700633531,192.168.100.201,184.85.248.67,1,1,86,152,1693309739.875451,1693309740.038238
2144407835066046,192.168.100.201,205.251.199.153,1,1,91,389,1693309763.409278,1693309763.553865
1440883623725614,192.168.100.201,74.82.16.203,14,16,2733,6271,1693310094.854574,1693310146.272753
314957925334279,192.168.100.201,205.251.194.222,1,1,92,390,1693309762.736519,1693309762.888652
2144571042242520,192.168.100.201,208.84.5.4,1,1,92,108,1693309739.073688,1693309739.116875
1863439664429671,192.168.100.201,23.211.133.67,1,1,85,113,1693309762.408167,1693309762.549782
174984941148948,192.168.100.201,72.246.46.67,1,1,86,114,1693309762.138004,1693309762.293016
738050857241885,192.168.100.201,2.22.230.64,1,1,93,156,1693309740.593181,1693309740.866077
456837884765528,192.168.100.201,142.250.180.45,14,3,13317,3438,1693309911.74684,1693309941.01621
2145820879196973,192.168.100.201,184.85.248.67,1,1,93,109,1693309761.824109,1693309761.979647
1724093745580559,192.168.100.201,205.251.197.89,1,1,91,389,1693309763.313871,1693309763.409183
739008636357260,192.168.100.201,23.61.199.67,1,1,85,101,1693309761.8219,1693309762.054985
2147117958027499,192.168.100.201,184.85.248.194,1,1,92,158,1693309741.055531,1693309741.208718
1584709171796955,192.168.100.201,192.43.172.30,1,1,88,534,1693309761.449499,1693309761.595138
458882277941562,192.168.100.201,193.108.91.143,1,1,84,508,1693309739.76217,1693309739.900544
318595761098113,192.168.100.201,162.159.2.9,1,1,91,239,1693309738.904577,1693309738.924982
459371918522118,192.168.100.201,216.239.32.10,1,1,90,202,1693309957.259846,1693309957.39954
881842067257789,192.168.100.201,162.159.6.6,1,1,91,249,1693309738.965053,1693309738.986027
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1304264987205502,192.168.100.201,173.201.65.35,1,1,93,368,1693309761.94195,1693309762.075136
1726984258451116,192.168.100.201,193.108.91.67,1,1,86,114,1693309761.980652,1693309762.1214
1446789191802307,192.168.100.201,216.239.38.10,1,1,90,140,1693309911.695747,1693309911.837875
1728319993220365,192.168.100.201,96.7.49.67,1,1,86,102,1693309761.855309,1693309761.980554
180770270809310,192.168.100.201,142.250.180.42,15,18,4786,4758,1693309895.527582,1693309981.794713
1025272190632400,192.168.100.201,157.240.227.60,509,540,49303,65223,1693305016.295376,1693309981.794838
743715920595515,192.168.100.201,192.31.80.30,1,1,84,548,1693309762.641595,1693309762.853165
884857142432928,192.168.100.201,13.107.236.5,1,1,125,141,1693309862.57872,1693309862.617033
1729410921579306,192.168.100.201,208.84.5.4,1,1,90,176,1693309862.508714,1693309862.547893
885398301713088,192.168.100.201,205.251.192.104,1,1,103,181,1693309762.664256,1693309762.795382
885445546285236,192.168.100.201,84.53.139.64,1,1,93,121,1693309761.989364,1693309762.128197
1871097597630745,192.168.100.201,216.239.34.10,1,1,107,123,1693309861.563481,1693309861.714193
1308585740268607,192.168.100.201,142.250.201.131,31,44,4479,10149,1693310004.521279,1693310005.44303
745764619963652,192.168.100.201,23.211.133.67,1,1,85,113,1693309762.019716,1693309762.162057
2012466446217221,192.168.100.201,150.171.10.39,1,1,89,172,1693309862.471045,1693309862.512371
1308804767680439,192.168.100.201,96.7.49.67,1,1,85,113,1693309762.133047,1693309762.257349
323943006692549,192.168.100.201,74.82.16.203,10,11,1134,5330,1693309911.812229,1693309972.833352
465354795163206,192.168.100.201,95.100.168.67,1,1,85,113,1693309762.695878,1693309762.901093
887571555268584,192.168.100.201,65.22.162.17,1,1,73,73,1693309763.309224,1693309763.460998
465462169242523,192.168.100.201,84.53.139.64,1,1,93,109,1693309761.854939,1693309761.990402
2154651346572774,192.168.100.201,192.175.48.6,1,1,87,167,1693309984.10391,1693309984.37021
1452162216060864,fe80:0000:0000:0000:870d:aea5:94ff:4d36,ff02:0000:0000:0000:0000:0000:0000:00fb,6,0,1425,0,1693310219.419776,1693310220.209024
1452273877569779,10.10.39.142,10.10.39.255,1,0,243,0,1693310102.512243,1693310102.512243
467592473091677,192.168.100.201,205.251.195.189,1,1,94,380,1693309762.532061,1693309762.679969
1875001716324034,192.168.100.201,65.22.163.17,1,1,82,82,1693309761.014018,1693309761.159628
2156609837054269,192.168.100.201,199.9.14.201,1,1,73,540,1693309761.375101,1693309761.720379
1030735706619045,192.168.100.201,208.84.5.4,1,1,90,106,1693309862.425125,1693309862.465373
890161420484429,192.168.100.201,95.100.173.67,1,1,86,102,1693309762.573261,1693309762.717272
1453240238790938,192.168.100.201,142.250.201.131,6,6,1177,1688,1693310004.51433,1693310004.749978
1875572947064652,192.168.100.201,205.251.196.31,1,1,92,390,1693309762.759628,1693309762.855714
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
2017044885908333,192.168.100.201,216.239.34.10,1,1,86,102,1693309931.568173,1693309931.723028
1454155069168276,192.168.100.201,8.255.130.126,22,21,1770,1928,1693310040.957076,1693310127.77357
1032926133289184,192.168.100.201,72.246.46.67,1,1,86,102,1693309761.852192,1693309762.008234
1174960701884624,192.168.100.201,205.251.196.31,1,1,92,378,1693309762.641232,1693309762.736407
1175317184280030,192.168.100.201,65.22.161.17,1,1,73,73,1693309764.685534,1693309764.827641
2019823725191913,192.168.100.201,13.107.236.3,1,1,91,119,1693309862.598761,1693309862.641192
1457363391552378,192.168.100.201,23.211.133.67,1,1,85,113,1693309763.334714,1693309763.483187
473691326650934,192.168.100.201,192.41.162.30,1,1,94,522,1693309762.268854,1693309762.393584
1177421726038322,192.168.100.201,205.251.192.166,1,1,90,454,1693309883.932146,1693309884.064961
1599900477713300,192.168.100.201,150.171.21.2,1,1,91,119,1693309862.617364,1693309862.658117
1319529316918607,192.168.100.201,198.51.45.4,1,1,88,212,1693310004.238927,1693310004.424116
615975019127914,192.168.100.201,198.51.45.7,1,1,92,337,1693310004.238698,1693310004.421421
2023680631469309,fe80:0000:0000:0000:992f:b2ff:b8ff:0307,ff15:0000:0000:0000:0000:0000:efc0:988f,6,0,1203,0,1693310253.488701,1693310259.494518
335015429199197,192.168.100.201,150.171.21.3,1,1,91,107,1693309862.578909,1693309862.617279
1460988359858379,192.168.100.201,150.171.21.4,1,1,92,120,1693310005.841931,1693310005.884514
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
337055547938086,192.168.100.201,150.171.16.240,1,1,101,162,1693310004.15287,1693310004.194676
1040751579666106,192.168.100.201,198.51.45.68,1,1,88,410,1693310004.431802,1693310004.632678
1463969067222834,192.168.100.201,184.85.248.194,1,1,89,155,1693310006.378674,1693310006.531175
1464355616098267,192.168.100.201,74.82.16.203,10,11,1134,5330,1693310034.100315,1693310095.126634
1746071109158409,192.168.100.201,193.108.88.0,1,1,93,159,1693310006.378377,1693310006.519755
1887667590726117,192.168.100.201,150.171.21.1,1,1,91,119,1693310003.983525,1693310004.023838
1325585212910856,192.168.100.201,18.159.197.225,14,14,4074,3097,1693309884.208136,1693309981.922582
481091571090470,192.168.100.201,150.171.21.1,1,1,91,107,1693310003.984102,1693310004.025456
621829071734316,192.168.100.196,224.0.0.251,1,0,87,0,1693310190.624172,1693310190.624172
481190355445527,192.168.100.201,150.171.21.4,1,1,91,119,1693310004.108311,1693310004.150338
1184955106637987,192.168.100.201,216.239.38.10,1,1,86,102,1693310004.374947,1693310004.512806
199822764887030,192.168.100.201,172.217.169.238,1,4,66,264,1693310187.805878,1693310194.222208
1607262061551372,192.168.100.201,204.14.183.205,1,1,91,136,1693310013.679692,1693310013.719924
903630453775424,192.168.100.201,198.51.44.7,1,1,92,437,1693310004.36768,1693310004.469029
1607597068428868,192.168.100.201,198.51.44.68,1,1,88,212,1693310004.239172,1693310004.337216
2171947171847660,192.168.100.201,208.84.5.3,1,1,93,121,1693309862.597484,1693309862.635625
1468757955595568,192.168.100.201,198.51.44.4,1,1,88,410,1693310004.281904,1693310004.376659
202635956496177,192.168.100.201,198.51.44.4,1,1,88,410,1693310004.698161,1693310004.791998
