id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
428468277093680,10.10.39.20,10.10.39.255,1,0,243,0,1693354868.730416,1693354868.730416
8914407986549,10.10.39.20,224.0.0.251,6,0,1248,0,1693355039.071029,1693355041.398797
1276788753746952,10.10.39.11,224.0.0.251,19,0,2910,0,1693355038.969736,1693355041.391943
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
278741438188469,10.10.39.223,10.10.39.255,1,0,243,0,1693355112.543669,1693355112.543669
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1635006228475346,192.168.100.159,192.168.100.255,2,0,491,0,1693355380.798162,1693355390.866753
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1280383666312040,fe80:0000:0000:0000:5de4:c522:9be6:8231,ff02:0000:0000:0000:0000:0000:0001:0003,2,0,170,0,1693355419.152424,1693355419.563756
1845116031161315,192.168.100.159,224.0.0.252,2,0,130,0,1693355419.152547,1693355419.563879
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1092070844379975,10.10.39.11,10.10.39.255,2,0,525,0,1693355711.373575,1693355711.373697
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
428468324470065,10.10.39.20,10.10.39.255,1,0,243,0,1693355591.265521,1693355591.265521
8914442813850,10.10.39.20,224.0.0.251,6,0,1248,0,1693355570.623002,1693355574.060351
1276788788621932,10.10.39.11,224.0.0.251,16,0,2644,0,1693355570.520812,1693355573.945068
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
55519133956065,192.168.100.201,185.134.197.79,1,1,95,177,1693355585.325601,1693355585.461538
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1187444879701205,192.168.100.201,50.116.32.247,1,1,93,175,1693355582.832725,1693355583.09109
1892012789832686,192.168.100.201,185.134.197.79,1,1,95,177,1693355583.891886,1693355584.031806
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
211722799535040,192.168.100.201,185.134.197.79,1,1,95,177,1693355585.18528,1693355585.325364
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1497039007400439,192.168.100.201,185.134.197.79,1,1,95,177,1693355584.344567,1693355584.480107
934870738016406,192.168.100.201,50.116.32.247,1,1,95,177,1693355584.792726,1693355585.051019
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1806890833086174,192.168.100.201,50.116.32.247,1,1,95,177,1693355585.853726,1693355586.112871
118569253800770,192.168.100.201,185.134.197.79,1,1,95,177,1693355585.461634,1693355585.594396
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
2093717339097455,192.168.100.201,185.134.197.79,1,1,95,177,1693355585.051567,1693355585.183901
1955243298350248,192.168.100.201,50.116.32.247,1,1,95,177,1693355583.091304,1693355583.350151
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1540654400296747,192.168.100.201,142.93.213.116,1,1,95,177,1693355584.481067,1693355584.792443
416300681728634,192.168.100.201,50.116.32.247,1,1,95,177,1693355585.594554,1693355585.853638
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
278741485382107,10.10.39.223,10.10.39.255,1,0,243,0,1693355832.420315,1693355832.420315
2815590169745,192.168.100.201,142.93.213.116,1,1,95,177,1693355584.031889,1693355584.34355
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
575235946414438,192.168.100.201,185.134.197.79,1,1,95,177,1693355583.491878,1693355583.631998
858184096897160,192.168.100.201,185.134.197.79,1,1,95,177,1693355583.350344,1693355583.491713
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
732294310504252,192.168.100.201,50.116.32.247,1,1,95,177,1693355583.632636,1693355583.891416
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1635006275634394,192.168.100.159,192.168.100.255,1,0,243,0,1693356099.312538,1693356099.312538
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
8914477589572,10.10.39.20,224.0.0.251,6,0,1248,0,1693356101.336964,1693356104.871625
1276788823374428,10.10.39.11,224.0.0.251,18,0,2572,0,1693356101.146012,1693356104.870313
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1635006288103798,192.168.100.159,192.168.100.255,1,0,248,0,1693356290.85439,1693356290.85439
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1092070891774324,10.10.39.11,10.10.39.255,2,0,525,0,1693356434.057716,1693356434.057729
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
428468371824213,10.10.39.20,10.10.39.255,1,0,243,0,1693356313.958037,1693356313.958037
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
278741532399077,10.10.39.223,10.10.39.255,1,0,243,0,1693356549.906725,1693356549.906725
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
8914512380987,10.10.39.20,224.0.0.251,6,0,1248,0,1693356632.197691,1693356635.544462
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1276788858099165,10.10.39.11,224.0.0.251,16,0,2176,0,1693356631.988637,1693356635.542635
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1635006322951351,192.168.100.159,192.168.100.255,1,0,243,0,1693356821.443575,1693356821.443575
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
621827843899040,192.168.100.196,224.0.0.251,1,0,87,0,1693356991.278176,1693356991.278176
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
769982738295944,fe80:0000:0000:0000:a654:5d97:5a65:3763,ff02:0000:0000:0000:0000:0000:0000:00fb,1,0,107,0,1693356953.355464,1693356953.355464
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1092070938718710,10.10.39.11,10.10.39.255,2,0,525,0,1693357151.864758,1693357151.864773
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
428468418968685,10.10.39.20,10.10.39.255,1,0,243,0,1693357032.982125,1693357032.982125
8914547145195,10.10.39.20,224.0.0.251,7,0,1572,0,1693357162.883179,1693357166.311564
1276788892912247,10.10.39.11,224.0.0.251,15,0,2332,0,1693357162.674423,1693357166.204724
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1766647087903672,192.168.100.201,50.116.32.247,1,1,95,177,1693357086.144312,1693357086.402937
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1635006347138228,192.168.100.159,192.168.100.255,1,0,248,0,1693357190.840884,1693357190.840884
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
278741579592917,10.10.39.223,10.10.39.255,1,0,243,0,1693357269.980181,1693357269.980181
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1856068311348749,192.168.100.201,142.93.213.116,1,1,95,177,1693357152.882189,1693357153.197027
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1744175818984571,192.168.100.201,142.93.213.116,1,1,93,175,1693357085.838779,1693357086.144198
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1635006370188634,192.168.100.159,192.168.100.255,1,0,243,0,1693357542.888154,1693357542.888154
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
8914582007506,10.10.39.20,224.0.0.251,6,0,1248,0,1693357694.749266,1693357698.07687
1276788927796738,10.10.39.11,224.0.0.251,16,0,2416,0,1693357694.431618,1693357697.970399
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1237215093495850,192.168.100.201,133.100.9.2,1,1,90,90,1693357608.038954,1693357608.285363
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
428468465960145,10.10.39.20,10.10.39.255,1,0,243,0,1693357750.066769,1693357750.066769
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1635006406107508,192.168.100.159,192.168.100.255,1,0,248,0,1693358090.827764,1693358090.827764
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
2217927959138882,fe80:0000:0000:0000:e26d:2149:7de9:fab5,ff02:0000:0000:0000:0000:0000:0000:00fb,1,0,107,0,1693358116.873026,1693358116.873026
1092070987188311,10.10.39.11,10.10.39.255,2,0,525,0,1693357890.182359,1693357890.182482
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1391005004882999,192.168.100.201,192.175.48.6,1,1,105,194,1693357874.943159,1693357875.213141
1957244903236900,192.168.100.201,192.175.48.6,1,1,105,194,1693357874.402724,1693357874.672781
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
278741626873965,10.10.39.223,10.10.39.255,1,0,243,0,1693357991.092269,1693357991.092269
420922216636801,192.168.100.201,192.175.48.6,1,1,105,194,1693357875.483713,1693357875.753677
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
287645086466593,192.168.100.201,192.175.48.6,1,1,88,177,1693357875.213537,1693357875.483638
7750673527558,10.10.39.130,224.0.0.251,1,0,87,0,1693358116.881414,1693358116.881414
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
42926439810252,192.168.100.201,192.175.48.6,1,1,105,194,1693357874.672972,1693357874.94307
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
498781408808043,fe80:0000:0000:0000:5de4:c522:9be6:8231,ff02:0000:0000:0000:0000:0000:0001:0003,2,0,172,0,1693358257.281707,1693358257.691589
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1635006417461760,192.168.100.159,192.168.100.255,1,0,243,0,1693358263.844288,1693358263.844288
654297854453814,192.168.100.201,192.175.48.6,1,1,84,164,1693357873.862262,1693357874.13242
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
522064426519028,192.168.100.159,192.168.100.255,6,0,552,0,1693358257.281076,1693358258.782613
1226095465679686,192.168.100.159,224.0.0.252,2,0,132,0,1693358257.281414,1693358257.691717
1650025892545978,192.168.100.201,192.175.48.6,1,1,105,194,1693357874.132538,1693357874.402647
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1276788962619531,10.10.39.11,224.0.0.251,16,0,2608,0,1693358225.192651,1693358228.598477
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1144340763200206,fe80:0000:0000:0000:5de4:c522:9be6:8231,ff02:0000:0000:0000:0000:0000:0001:0003,2,0,172,0,1693358257.281294,1693358257.691597
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1435427876719847,192.168.100.159,224.0.0.252,2,0,132,0,1693358257.281831,1693358257.691712
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1338146868657224,192.168.100.201,192.168.100.1,1,1,342,342,1693358275.425032,1693358275.442395
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1576251286729999,192.168.100.201,199.249.112.1,6,4,438,1169,1693358597.242959,1693358597.667061
875407113706150,192.168.100.201,199.249.112.1,6,4,442,1056,1693358603.580262,1693358604.004388
2002363582008303,192.168.100.201,199.249.112.1,6,4,438,1169,1693358596.412655,1693358596.810747
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
44206387521274,192.168.100.201,199.249.112.1,6,4,438,1169,1693358598.485114,1693358598.914538
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1038946582959900,192.168.100.201,199.249.112.1,6,4,438,1169,1693358596.825116,1693358597.243238
1042601600032043,192.168.100.201,199.249.112.1,7,5,504,1235,1693358595.990507,1693358596.409114
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
2032913684440281,192.168.100.201,199.249.112.1,6,4,438,1169,1693358597.664793,1693358598.059525
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
360354635430625,192.168.100.201,199.249.112.1,7,5,508,1122,1693358601.047841,1693358601.443646
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
227842008967886,192.168.100.201,199.249.112.1,7,5,504,1235,1693358594.289486,1693358594.720931
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1918890893024625,192.168.100.201,199.249.112.1,6,4,442,1056,1693358602.302449,1693358602.727356
513538938840697,192.168.100.201,199.249.112.1,6,4,438,1169,1693358599.337529,1693358599.778983
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1227852129976344,192.168.100.201,199.249.112.1,6,4,442,1056,1693358603.999448,1693358604.421699
1372682721827409,192.168.100.201,199.249.112.1,6,4,438,1169,1693358598.072273,1693358598.479981
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1092071034498095,10.10.39.11,10.10.39.255,2,0,525,0,1693358612.306223,1693358612.306347
111590129598520,192.168.100.201,199.249.112.1,6,4,442,1056,1693358601.458808,1693358601.890791
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1241905262801113,192.168.100.201,199.249.112.1,6,4,442,1056,1693358600.635097,1693358601.043597
964175497187223,192.168.100.201,199.249.112.1,1,1,74,74,1693358594.577431,1693358594.716663
2233815074670319,192.168.100.201,199.249.112.1,1,1,74,74,1693358597.526063,1693358597.664747
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
546421208504046,192.168.100.201,199.249.112.1,6,4,442,1056,1693358599.775918,1693358600.207506
1391915585286868,192.168.100.201,50.116.32.247,1,1,82,162,1693358596.438996,1693358596.697863
970145501883108,192.168.100.201,199.249.112.1,1,1,74,74,1693358597.928484,1693358598.072213
412212070585624,192.168.100.201,199.249.112.1,6,4,442,1056,1693358602.726296,1693358603.17142
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
414406798744270,192.168.100.201,50.116.32.247,1,1,82,162,1693358600.072398,1693358600.330396
1119125032780637,192.168.100.201,199.249.112.1,1,1,78,78,1693358601.312157,1693358601.458767
839724525000537,192.168.100.201,199.249.112.1,1,1,74,74,1693358597.104281,1693358597.24291
1403658025825665,192.168.100.201,50.116.32.247,1,1,82,162,1693358595.914817,1693358596.174156
278741674132414,10.10.39.223,10.10.39.255,1,0,243,0,1693358712.754622,1693358712.754622
1686692075939873,192.168.100.201,199.249.112.1,6,4,442,1056,1693358600.206881,1693358600.634294
139056445351568,192.168.100.201,50.116.32.247,1,1,82,162,1693358599.812688,1693358600.071792
281378776782350,192.168.100.201,199.249.112.1,6,4,442,1056,1693358601.890382,1693358602.29768
281533395469566,192.168.100.201,50.116.32.247,1,1,82,162,1693358599.034046,1693358599.293529
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1691425129563802,192.168.100.201,50.116.32.247,1,1,82,162,1693358595.132762,1693358595.396196
144068672223256,192.168.100.201,199.249.112.1,1,1,74,74,1693358599.194584,1693358599.337479
144979205294927,192.168.100.201,50.116.32.247,1,1,82,162,1693358600.330575,1693358600.589036
6870236796628,192.168.100.201,199.249.112.1,6,4,438,1169,1693358598.923348,1693358599.32971
8201676464102,192.168.100.201,199.249.112.1,7,5,504,1235,1693358595.139238,1693358595.558931
571280478931191,192.168.100.201,199.249.112.1,6,4,438,1169,1693358595.559351,1693358596.002462
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1838652313654212,192.168.100.201,50.116.32.247,1,1,82,162,1693358597.218052,1693358597.476095
1979445636952419,192.168.100.201,199.249.112.1,1,1,78,78,1693358602.586083,1693358602.726257
1276788997335130,10.10.39.11,224.0.0.251,16,0,2366,0,1693358755.698458,1693358759.20433
433300359540660,192.168.100.201,199.249.112.1,6,4,438,1169,1693358594.716724,1693358595.145505
2123146652175127,192.168.100.201,50.116.32.247,1,1,82,162,1693358594.609047,1693358594.87047
1983152193317516,192.168.100.201,50.116.32.247,1,1,82,162,1693358596.69902,1693358596.958812
435550922557572,192.168.100.201,50.116.32.247,1,1,82,162,1693358597.477316,1693358597.736775
860134209981765,192.168.100.201,199.249.112.1,7,5,508,1122,1693358603.167237,1693358603.576128
2126810259472061,192.168.100.201,50.116.32.247,1,1,82,162,1693358597.736957,1693358597.994916
157967186022733,192.168.100.201,50.116.32.247,1,1,82,162,1693358594.348493,1693358594.607667
862298873243189,192.168.100.201,199.249.112.1,1,1,78,78,1693358599.632373,1693358599.775875
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1005312694380280,192.168.100.201,199.249.112.1,1,1,78,498,1693358601.747256,1693358601.890337
1286942289877575,192.168.100.201,199.249.112.1,1,1,78,498,1693358600.907847,1693358601.047796
305460658271035,192.168.100.201,50.116.32.247,1,1,82,162,1693358599.553787,1693358599.811896
1994636935667914,192.168.100.201,142.93.213.116,1,1,93,175,1693358593.827594,1693358594.140491
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
170650224492915,192.168.100.201,50.116.32.247,1,1,82,162,1693358595.655731,1693358595.914388
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1870589694569762,192.168.100.201,50.116.32.247,1,1,95,177,1693358659.65053,1693358659.909239
322838095914279,192.168.100.201,50.116.32.247,1,1,82,162,1693358598.255271,1693358598.513749
1309619721136408,192.168.100.201,142.93.213.116,1,1,95,177,1693358660.321816,1693358660.631573
466028010911724,192.168.100.201,199.249.112.1,1,1,78,498,1693358603.4403,1693358603.580201
1170351107280003,192.168.100.201,199.249.112.1,1,1,74,74,1693358595.855171,1693358595.990446
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
2018070277717329,192.168.100.201,50.116.32.247,1,1,82,162,1693358600.589137,1693358600.847316
753387092273780,192.168.100.201,199.249.112.1,1,1,74,74,1693358595.420468,1693358595.559296
50210752113687,192.168.100.201,199.249.112.1,1,1,78,78,1693358603.863255,1693358603.999406
755942597894705,192.168.100.201,50.116.32.247,1,1,82,162,1693358596.959025,1693358597.217705
52457019725662,192.168.100.201,199.249.112.1,1,1,74,74,1693358598.77603,1693358598.923301
615754865736351,192.168.100.201,199.249.112.1,1,1,78,78,1693358602.162463,1693358602.302387
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1885785284717404,192.168.100.201,50.116.32.247,1,1,82,162,1693358596.17494,1693358596.438686
478590789975502,192.168.100.201,50.116.32.247,1,1,82,162,1693358599.29435,1693358599.553528
901911356398167,192.168.100.201,199.249.112.1,1,1,74,74,1693358596.678487,1693358596.825059
902589961392747,192.168.100.201,50.116.32.247,1,1,82,162,1693358598.774763,1693358599.033909
482997430290070,192.168.100.201,50.116.32.247,1,1,95,177,1693358658.820886,1693358659.080207
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1199093028332053,192.168.100.201,50.116.32.247,1,1,82,162,1693358593.827925,1693358594.086866
1621881023406952,192.168.100.201,142.93.213.116,1,1,95,177,1693358660.631656,1693358660.95098
1628276225552240,192.168.100.201,50.116.32.247,1,1,82,162,1693358597.995184,1693358598.253994
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1487843679984967,192.168.100.201,50.116.32.247,1,1,82,162,1693358598.515399,1693358598.774421
2196298535209930,192.168.100.201,199.249.112.1,1,1,74,74,1693358595.003018,1693358595.139178
2197904852932377,192.168.100.201,50.116.32.247,1,1,82,162,1693358594.087833,1693358594.346425
1635006464759571,192.168.100.159,192.168.100.255,2,0,491,0,1693358985.038675,1693358990.815218
1916636034948807,192.168.100.201,192.168.100.1,1,1,84,139,1693358598.908999,1693358599.169443
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
933758543015180,192.168.100.201,142.93.213.116,1,1,95,177,1693358659.339212,1693358659.649448
938684866301564,192.168.100.201,50.116.32.247,1,1,82,162,1693358595.396924,1693358595.655357
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1927678395686469,192.168.100.201,199.249.112.1,1,1,74,74,1693358596.269893,1693358596.412594
944616216494871,192.168.100.201,199.249.112.1,1,1,78,498,1693358600.492311,1693358600.635047
1507613414743001,192.168.100.201,199.249.112.1,1,1,78,498,1693358603.023513,1693358603.167168
523425957536447,192.168.100.201,185.134.197.79,1,1,95,177,1693358659.910015,1693358660.042149
1368104290695648,192.168.100.201,50.116.32.247,1,1,95,177,1693358659.080352,1693358659.339004
1229132029903307,192.168.100.201,199.249.112.1,1,1,74,74,1693358598.344523,1693358598.485055
1794972496045357,192.168.100.201,50.116.32.247,1,1,95,177,1693358594.140589,1693358594.401216
387670627321694,192.168.100.201,199.249.112.1,1,1,78,78,1693358600.067422,1693358600.206838
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
2218310246914247,192.168.100.201,185.134.197.79,1,1,95,177,1693358660.186567,1693358660.321073
250193046654794,fe80:0000:0000:0000:5de4:c522:9be6:8231,ff02:0000:0000:0000:0000:0000:0001:0003,2,0,170,0,1693359019.118602,1693359019.529132
534171961402806,192.168.100.201,199.249.112.1,1,1,74,74,1693358594.140726,1693358594.289438
1521726704570285,192.168.100.159,224.0.0.252,2,0,130,0,1693359019.118701,1693359019.529244
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
258216022026171,192.168.100.201,185.134.197.79,1,1,95,177,1693358660.042939,1693358660.186038
962118207819458,192.168.100.201,50.116.32.247,1,1,82,162,1693358594.87213,1693358595.131984
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1276789032168146,10.10.39.11,224.0.0.251,15,0,2524,0,1693359287.273106,1693359290.781199
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1092071081684875,10.10.39.11,10.10.39.255,2,0,525,0,1693359332.176011,1693359332.176026
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
278741721211878,10.10.39.223,10.10.39.255,1,0,243,0,1693359430.648166,1693359430.648166
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1635006511720201,192.168.100.159,192.168.100.255,1,0,243,0,1693359702.861961,1693359702.861961
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1276789066940368,10.10.39.11,224.0.0.251,14,0,2654,0,1693359817.901072,1693359820.405043
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1635006524046358,192.168.100.159,192.168.100.255,1,0,248,0,1693359890.801814,1693359890.801814
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1092071129484580,10.10.39.11,10.10.39.255,2,0,525,0,1693360062.003364,1693360062.003486
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
278741768245441,10.10.39.223,10.10.39.255,1,0,243,0,1693360148.757953,1693360148.757953
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1276789101763882,10.10.39.11,224.0.0.251,14,0,2198,0,1693360349.531754,1693360352.937195
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
909805609624383,192.168.100.201,185.134.197.79,1,1,95,177,1693360173.271167,1693360173.404619
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1475727680311542,192.168.100.201,50.116.32.247,1,1,95,177,1693360171.102646,1693360171.365196
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
80430244906774,192.168.100.201,142.93.213.116,1,1,95,177,1693360173.542486,1693360173.87944
1066898333178842,192.168.100.201,142.93.213.116,1,1,93,175,1693360169.859098,1693360170.16939
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1635006559048003,192.168.100.159,192.168.100.255,1,0,243,0,1693360424.938307,1693360424.938307
2203703162097988,192.168.100.201,50.116.32.247,1,1,95,177,1693360170.446788,1693360170.706184
374682749221239,192.168.100.201,142.93.213.116,1,1,95,177,1693360171.899447,1693360172.209112
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1792421388890993,192.168.100.201,142.93.213.116,1,1,95,177,1693360172.209777,1693360172.531576
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
260178921098125,192.168.100.201,185.134.197.79,1,1,95,177,1693360171.625549,1693360171.758056
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
825160394143140,192.168.100.201,185.134.197.79,1,1,95,177,1693360172.849316,1693360172.989716
970356058408954,192.168.100.201,50.116.32.247,1,1,95,177,1693360170.706554,1693360170.965551
268601351967858,192.168.100.201,50.116.32.247,1,1,95,177,1693360171.365682,1693360171.625143
1536668971309820,192.168.100.201,185.134.197.79,1,1,95,177,1693360172.989948,1693360173.132998
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1961900798471067,192.168.100.201,142.93.213.116,1,1,95,177,1693360173.879515,1693360174.208845
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
987544517579334,192.168.100.201,185.134.197.79,1,1,95,177,1693360171.758342,1693360171.89932
4971964307243,192.168.100.201,185.134.197.79,1,1,95,177,1693360170.169771,1693360170.310345
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
1701140448853191,192.168.100.201,185.134.197.79,1,1,95,177,1693360170.310471,1693360170.446049
id,src_ip,dest_ip,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,start,end
